Event_ID,Employee_ID,Business_Process,Step_Name,Milestone,Due_Date,Status,Completed_Date,Assigned_To_Role
BP-90827,EMP7063,Onboarding,Role goals set,Day 30,2026-06-27,Completed,2026-06-28,Manager
BP-90828,EMP7063,Onboarding,Compliance Document signed,Day 30,20/06/2026,Completed,2026-06-22,HR
BP-90829,EMP7063,Onboarding,30-day check-in,Day 30,2026-06-28,In Progress,,HR
BP-90830,EMP7063,Onboarding,Mid-probation review,Day 60,2026-07-11,In Progress,,IT
BP-90831,EMP7063,Onboarding,Probation decision,Day 90,2026-08-21,In Progress,,HR
BP-90832,EMP7063,Onboarding,90-day survey,Day 90,2026-08-26,Not Started,,Payroll
BP-90833,EMP7064,Onboarding,Laptop issued,Day 1,2026-05-19,In Progress,,Payroll
BP-90834,EMP7064,Onboarding,Email + SSO access,Day 1,2026-05-15,Completed,2026-05-08,IT
BP-90835,EMP7064,Onboarding,Building badge,Day 1,2026-05-13,Not Started,,IT
BP-90836,EMP7064,Onboarding,Team introduction,Day 1,2026-05-08,Completed,2026-05-20,Payroll
BP-90837,EMP7064,Onboarding,Compliance training assigned,Day 7,2026-05-15,Completed,2026-05-28,IT
BP-90838,EMP7064,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-03,Not Started,,IT
BP-90839,EMP7064,Onboarding,First 1:1 scheduled,Day 7,2026-06-09,Completed,2026-06-01,IT
BP-90840,EMP7064,Onboarding,Role goals set,Day 30,2026-07-02,Not Started,,Manager
BP-90841,EMP7064,Onboarding,Compliance Document signed,Day 30,2026-06-12,Completed,2026-06-20,Payroll
BP-90842,EMP7064,Onboarding,30-day check-in,Day 30,2026-07-03,Completed,2026-07-10,Payroll
BP-90843,EMP7064,Onboarding,Mid-probation review,Day 60,2026-07-10,Completed,2026-07-18,Manager
BP-90844,EMP7064,Onboarding,Probation decision,Day 90,2026-08-21,Not Started,,Payroll
BP-90845,EMP7064,Onboarding,90-day survey,Day 90,2026-08-05,Completed,2026-08-13,IT
BP-90846,EMP7065,Onboarding,Laptop issued,Day 1,2026-05-18,In Progress,,Manager
BP-90847,EMP7065,Onboarding,Email + SSO access,Day 1,2026-05-31,Completed,2026-05-23,IT
BP-90848,EMP7065,Onboarding,Building badge,Day 1,2026-05-29,Completed,2026-06-01,IT
BP-90849,EMP7065,Onboarding,Team introduction,Day 1,2026-05-15,In Progress,,IT
BP-90850,EMP7065,Onboarding,Compliance training assigned,Day 7,2026-06-08,Completed,2026-06-20,IT
BP-90851,EMP7065,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-11,Completed,2026-06-29,Payroll
BP-90852,EMP7065,Onboarding,First 1:1 scheduled,Day 7,2026-06-13,In Progress,,IT
BP-90853,EMP7065,Onboarding,Role goals set,Day 30,2026-06-13,Completed,2026-06-15,Manager
BP-90854,EMP7065,Onboarding,Compliance Document signed,Day 30,2026-06-27,Completed,2026-06-21,Manager
BP-90855,EMP7065,Onboarding,30-day check-in,Day 30,2026-06-22,Not Started,,HR
BP-90856,EMP7065,Onboarding,Mid-probation review,Day 60,2026-07-19,Completed,2026-07-29,HR
BP-90857,EMP7065,Onboarding,Probation decision,Day 90,18/08/2026,Completed,2026-08-29,IT
BP-90858,EMP7065,Onboarding,90-day survey,Day 90,2026-08-19,In Progress,,HR
BP-90859,EMP7066,Onboarding,Laptop issued,Day 1,2026-05-13,Not Started,,HR
BP-90860,EMP7066,Onboarding,Email + SSO access,Day 1,2026-05-25,In Progress,,HR
BP-90861,EMP7066,Onboarding,Building badge,Day 1,2026-06-03,Completed,2026-06-04,HR
BP-90862,EMP7066,Onboarding,Team introduction,Day 1,2026-05-20,Escalated,,HR
BP-90863,EMP7066,Onboarding,Compliance training assigned,Day 7,2026-06-02,In Progress,,HR
BP-90864,EMP7066,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-23,Completed,2026-06-01,Payroll
BP-90865,EMP7066,Onboarding,First 1:1 scheduled,Day 7,2026-05-18,Completed,2026-06-05,HR
BP-90866,EMP7066,Onboarding,Role goals set,Day 30,2026-06-28,Completed,2026-07-14,IT
BP-90867,EMP7066,Onboarding,Compliance Document signed,Day 30,2026-07-03,Completed,2026-07-08,IT
BP-90868,EMP7066,Onboarding,30-day check-in,Day 30,2026-06-19,Escalated,,IT
BP-90869,EMP7066,Onboarding,Mid-probation review,Day 60,2026-07-09,Escalated,,HR
BP-90870,EMP7066,Onboarding,Probation decision,Day 90,2026-08-07,Completed,2026-08-04,Payroll
BP-90871,EMP7066,Onboarding,90-day survey,Day 90,2026-08-28,In Progress,,IT
BP-90872,EMP7067,Onboarding,Laptop issued,Day 1,2026-05-26,In Progress,,HR
BP-90873,EMP7067,Onboarding,Email + SSO access,Day 1,2026-05-26,Completed,2026-05-25,Payroll
BP-90874,EMP7067,Onboarding,Building badge,Day 1,2026-05-18,Completed,2026-06-01,Manager
BP-90875,EMP7067,Onboarding,Team introduction,Day 1,2026-05-11,In Progress,,Manager
BP-90876,EMP7067,Onboarding,Compliance training assigned,Day 7,2026-06-04,Not Started,,IT
BP-90877,EMP7067,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-18,Completed,2026-05-25,Manager
BP-90878,EMP7067,Onboarding,First 1:1 scheduled,Day 7,2026-05-17,Completed,2026-05-15,HR
BP-90879,EMP7067,Onboarding,Role goals set,Day 30,2026-06-06,Completed,2026-06-22,Payroll
BP-90880,EMP7067,Onboarding,Compliance Document signed,Day 30,2026-07-04,Completed,2026-07-09,HR
BP-90881,EMP7067,Onboarding,30-day check-in,Day 30,2026-06-28,Not Started,,HR
BP-90882,EMP7067,Onboarding,Mid-probation review,Day 60,2026-07-29,Completed,2026-07-23,HR
BP-90883,EMP7067,Onboarding,Probation decision,Day 90,2026-09-02,Completed,2026-09-13,Manager
BP-90884,EMP7067,Onboarding,90-day survey,Day 90,2026-08-26,Completed,2026-09-01,HR
BP-90885,EMP7068,Onboarding,Laptop issued,Day 1,2026-05-20,Completed,2026-06-05,Payroll
BP-90886,EMP7068,Onboarding,Email + SSO access,Day 1,26/05/2026,Not Started,,Manager
BP-90887,EMP7068,Onboarding,Building badge,Day 1,2026-05-30,Completed,2026-06-03,Payroll
BP-90888,EMP7068,Onboarding,Team introduction,Day 1,2026-05-23,Completed,2026-05-29,Manager
BP-90889,EMP7068,Onboarding,Compliance training assigned,Day 7,2026-06-08,Completed,2026-06-07,Manager
BP-90890,EMP7068,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-05,Completed,2026-06-14,Manager
BP-90891,EMP7068,Onboarding,First 1:1 scheduled,Day 7,2026-05-29,Escalated,,Payroll
BP-90892,EMP7068,Onboarding,Role goals set,Day 30,2026-06-11,Completed,2026-06-17,Manager
BP-90893,EMP7068,Onboarding,Compliance Document signed,Day 30,2026-07-03,Completed,2026-07-19,IT
BP-90894,EMP7068,Onboarding,30-day check-in,Day 30,2026-06-19,Completed,2026-06-24,IT
BP-90895,EMP7068,Onboarding,Mid-probation review,Day 60,2026-07-24,Completed,2026-08-07,HR
BP-90896,EMP7068,Onboarding,Probation decision,Day 90,2026-08-18,Not Started,,Manager
BP-90897,EMP7068,Onboarding,90-day survey,Day 90,2026-08-06,Not Started,,Payroll
BP-90898,EMP7069,Onboarding,Laptop issued,Day 1,2026-05-11,Escalated,,HR
BP-90899,EMP7069,Onboarding,Email + SSO access,Day 1,2026-05-18,Completed,2026-05-20,Manager
BP-90900,EMP7069,Onboarding,Building badge,Day 1,2026-05-06,Completed,2026-05-12,HR
BP-90901,EMP7069,Onboarding,Team introduction,Day 1,2026-06-03,Completed,2026-05-28,IT
BP-90902,EMP7069,Onboarding,Compliance training assigned,Day 7,2026-05-22,Not Started,,HR
BP-90903,EMP7069,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-03,Not Started,,Payroll
BP-90904,EMP7069,Onboarding,First 1:1 scheduled,Day 7,2026-05-14,Completed,2026-05-28,Manager
BP-90905,EMP7069,Onboarding,Role goals set,Day 30,2026-06-24,Completed,2026-06-18,Manager
BP-90906,EMP7069,Onboarding,Compliance Document signed,Day 30,2026-06-27,In Progress,,HR
BP-90907,EMP7069,Onboarding,30-day check-in,Day 30,2026-06-16,In Progress,,Manager
BP-90908,EMP7069,Onboarding,Mid-probation review,Day 60,2026-07-05,Escalated,,HR
BP-90909,EMP7069,Onboarding,Probation decision,Day 90,2026-09-01,Completed,2026-09-11,HR
BP-90910,EMP7069,Onboarding,90-day survey,Day 90,2026-08-08,Completed,2026-08-05,Payroll
BP-90911,EMP7070,Onboarding,Laptop issued,Day 1,2026-05-19,Completed,2026-05-20,Manager
BP-90912,EMP7070,Onboarding,Email + SSO access,Day 1,2026-05-15,In Progress,,HR
BP-90913,EMP7070,Onboarding,Building badge,Day 1,2026-05-09,Completed,2026-05-07,Payroll
BP-90914,EMP7070,Onboarding,Team introduction,Day 1,2026-05-25,Escalated,,IT
BP-90915,EMP7070,Onboarding,Compliance training assigned,Day 7,12/05/2026,Completed,2026-05-19,Manager
BP-90916,EMP7070,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-29,Completed,2026-06-09,Manager
BP-90917,EMP7070,Onboarding,First 1:1 scheduled,Day 7,2026-05-19,Completed,2026-05-29,Manager
BP-90918,EMP7070,Onboarding,Role goals set,Day 30,2026-06-18,Completed,2026-06-24,Payroll
BP-90919,EMP7070,Onboarding,Compliance Document signed,Day 30,2026-06-23,In Progress,,Payroll
BP-90920,EMP7070,Onboarding,30-day check-in,Day 30,2026-06-11,In Progress,,IT
BP-90921,EMP7070,Onboarding,Mid-probation review,Day 60,2026-07-23,In Progress,,HR
BP-90922,EMP7070,Onboarding,Probation decision,Day 90,2026-08-04,Completed,2026-07-31,Payroll
BP-90923,EMP7070,Onboarding,90-day survey,Day 90,2026-08-23,Completed,2026-08-16,HR
BP-90924,EMP7071,Onboarding,Laptop issued,Day 1,2026-06-03,Completed,2026-06-16,IT
BP-90925,EMP7071,Onboarding,Email + SSO access,Day 1,2026-05-17,Completed,2026-05-10,Payroll
BP-90926,EMP7071,Onboarding,Building badge,Day 1,2026-05-20,Completed,2026-05-17,IT
BP-90927,EMP7071,Onboarding,Team introduction,Day 1,2026-05-26,Not Started,,HR
BP-90928,EMP7071,Onboarding,Compliance training assigned,Day 7,2026-06-12,Completed,2026-06-27,IT
BP-90929,EMP7071,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-11,Completed,2026-06-05,IT
BP-90930,EMP7071,Onboarding,First 1:1 scheduled,Day 7,2026-05-23,Completed,2026-05-27,Payroll
BP-90931,EMP7071,Onboarding,Role goals set,Day 30,2026-06-29,Completed,2026-07-17,Payroll
BP-90932,EMP7071,Onboarding,Compliance Document signed,Day 30,2026-06-14,Completed,2026-06-10,Payroll
BP-90933,EMP7071,Onboarding,30-day check-in,Day 30,2026-06-27,Completed,2026-06-29,Manager
BP-90934,EMP7071,Onboarding,Mid-probation review,Day 60,2026-07-21,Completed,2026-08-04,HR
BP-90935,EMP7071,Onboarding,Probation decision,Day 90,2026-08-23,Completed,2026-08-18,Payroll
BP-90936,EMP7071,Onboarding,90-day survey,Day 90,2026-08-19,Not Started,,IT
BP-90937,EMP7072,Onboarding,Laptop issued,Day 1,2026-07-01,In Progress,,IT
BP-90938,EMP7072,Onboarding,Email + SSO access,Day 1,2026-06-26,In Progress,,IT
BP-90939,EMP7072,Onboarding,Building badge,Day 1,2026-07-17,Completed,2026-07-28,Manager
BP-90940,EMP7072,Onboarding,Team introduction,Day 1,2026-07-04,Not Started,,Manager
BP-90941,EMP7072,Onboarding,Compliance training assigned,Day 7,2026-07-09,Completed,2026-07-20,HR
BP-90942,EMP7072,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-16,Completed,2026-07-14,Payroll
BP-90943,EMP7072,Onboarding,First 1:1 scheduled,Day 7,2026-06-27,Completed,2026-07-03,Payroll
BP-90944,EMP7072,Onboarding,Role goals set,Day 30,09/08/2026,Completed,2026-08-26,Manager
BP-90945,EMP7072,Onboarding,Compliance Document signed,Day 30,2026-07-30,Completed,2026-08-01,IT
BP-90946,EMP7072,Onboarding,30-day check-in,Day 30,2026-08-03,Not Started,,HR
BP-90947,EMP7072,Onboarding,Mid-probation review,Day 60,2026-08-16,Not Started,,HR
BP-90948,EMP7072,Onboarding,Probation decision,Day 90,2026-10-07,Completed,2026-10-07,Payroll
BP-90949,EMP7072,Onboarding,90-day survey,Day 90,2026-09-24,Completed,2026-10-02,IT
BP-90950,EMP7073,Onboarding,Laptop issued,Day 1,2026-07-18,Completed,2026-07-13,IT
BP-90951,EMP7073,Onboarding,Email + SSO access,Day 1,2026-07-04,Completed,2026-07-19,Payroll
BP-90952,EMP7073,Onboarding,Building badge,Day 1,2026-07-20,Completed,2026-07-18,IT
BP-90953,EMP7073,Onboarding,Team introduction,Day 1,2026-07-20,Completed,2026-08-02,Manager
BP-90954,EMP7073,Onboarding,Compliance training assigned,Day 7,2026-07-29,Completed,2026-08-15,Payroll
BP-90955,EMP7073,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-20,Completed,2026-07-27,HR
BP-90956,EMP7073,Onboarding,First 1:1 scheduled,Day 7,2026-07-20,Completed,2026-07-29,IT
BP-90957,EMP7073,Onboarding,Role goals set,Day 30,2026-08-06,Completed,2026-08-21,Payroll
BP-90958,EMP7073,Onboarding,Compliance Document signed,Day 30,2026-08-18,In Progress,,IT
BP-90959,EMP7073,Onboarding,30-day check-in,Day 30,2026-08-10,Not Started,,IT
BP-90960,EMP7073,Onboarding,Mid-probation review,Day 60,2026-09-08,In Progress,,Payroll
BP-90961,EMP7073,Onboarding,Probation decision,Day 90,2026-09-27,In Progress,,IT
BP-90962,EMP7073,Onboarding,90-day survey,Day 90,2026-10-16,Completed,2026-10-10,HR
BP-90963,EMP7074,Onboarding,Laptop issued,Day 1,2026-05-21,Completed,2026-05-23,Manager
BP-90964,EMP7074,Onboarding,Email + SSO access,Day 1,2026-06-02,In Progress,,HR
BP-90965,EMP7074,Onboarding,Building badge,Day 1,2026-05-31,In Progress,,Manager
BP-90966,EMP7074,Onboarding,Team introduction,Day 1,2026-05-18,In Progress,,Payroll
BP-90967,EMP7074,Onboarding,Compliance training assigned,Day 7,2026-06-15,Escalated,,IT
BP-90968,EMP7074,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-10,Completed,2026-06-24,Payroll
BP-90969,EMP7074,Onboarding,First 1:1 scheduled,Day 7,2026-05-27,Completed,2026-05-21,Manager
BP-90970,EMP7074,Onboarding,Role goals set,Day 30,2026-07-09,Completed,2026-07-12,Manager
BP-90971,EMP7074,Onboarding,Compliance Document signed,Day 30,2026-07-07,Completed,2026-07-05,IT
BP-90972,EMP7074,Onboarding,30-day check-in,Day 30,2026-06-16,Completed,2026-06-19,Payroll
BP-90973,EMP7074,Onboarding,Mid-probation review,Day 60,04/08/2026,Completed,2026-07-29,Manager
BP-90974,EMP7074,Onboarding,Probation decision,Day 90,2026-08-26,Completed,2026-09-12,Manager
BP-90975,EMP7074,Onboarding,90-day survey,Day 90,2026-09-07,In Progress,,HR
BP-90976,EMP7075,Onboarding,Laptop issued,Day 1,2026-06-05,Completed,2026-06-12,IT
BP-90977,EMP7075,Onboarding,Email + SSO access,Day 1,2026-06-23,Completed,2026-06-19,Payroll
BP-90978,EMP7075,Onboarding,Building badge,Day 1,2026-06-25,In Progress,,HR
BP-90979,EMP7075,Onboarding,Team introduction,Day 1,2026-06-05,Not Started,,Payroll
BP-90980,EMP7075,Onboarding,Compliance training assigned,Day 7,2026-06-19,Completed,2026-07-03,Payroll
BP-90981,EMP7075,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-05,Completed,2026-05-29,Payroll
BP-90982,EMP7075,Onboarding,First 1:1 scheduled,Day 7,2026-06-15,Completed,2026-06-08,Payroll
BP-90983,EMP7075,Onboarding,Role goals set,Day 30,2026-07-14,Escalated,,IT
BP-90984,EMP7075,Onboarding,Compliance Document signed,Day 30,2026-06-28,In Progress,,IT
BP-90985,EMP7075,Onboarding,30-day check-in,Day 30,2026-07-18,Completed,2026-07-20,HR
BP-90986,EMP7075,Onboarding,Mid-probation review,Day 60,2026-08-03,Completed,2026-08-03,IT
BP-90987,EMP7075,Onboarding,Probation decision,Day 90,2026-09-20,Completed,2026-10-03,Payroll
BP-90988,EMP7075,Onboarding,90-day survey,Day 90,2026-09-04,Completed,2026-09-01,IT
BP-90989,EMP7076,Onboarding,Laptop issued,Day 1,2026-05-16,Completed,2026-05-27,Payroll
BP-90990,EMP7076,Onboarding,Email + SSO access,Day 1,2026-05-19,In Progress,,IT
BP-90991,EMP7076,Onboarding,Building badge,Day 1,2026-05-30,Completed,2026-05-30,HR
BP-90992,EMP7076,Onboarding,Team introduction,Day 1,2026-06-12,Not Started,,IT
BP-90993,EMP7076,Onboarding,Compliance training assigned,Day 7,2026-06-06,Completed,2026-06-03,Payroll
BP-90994,EMP7076,Onboarding,Policy handbook acknowledgement,Day 7,2026-05-28,In Progress,,IT
BP-90995,EMP7076,Onboarding,First 1:1 scheduled,Day 7,2026-06-05,Completed,2026-05-29,HR
BP-90996,EMP7076,Onboarding,Role goals set,Day 30,2026-06-11,Completed,2026-06-24,Payroll
BP-90997,EMP7076,Onboarding,Compliance Document signed,Day 30,2026-06-14,Completed,2026-06-07,Payroll
BP-90998,EMP7076,Onboarding,30-day check-in,Day 30,2026-06-24,Completed,2026-06-21,Manager
BP-90999,EMP7076,Onboarding,Mid-probation review,Day 60,2026-07-30,Completed,2026-07-31,IT
BP-91000,EMP7076,Onboarding,Probation decision,Day 90,2026-09-05,Completed,2026-09-19,Payroll
BP-91001,EMP7076,Onboarding,90-day survey,Day 90,2026-09-08,Escalated,,Manager
BP-91002,EMP7077,Onboarding,Laptop issued,Day 1,13/08/2026,Completed,2026-08-07,Manager
BP-91003,EMP7077,Onboarding,Email + SSO access,Day 1,2026-07-29,Completed,2026-07-30,Manager
BP-91004,EMP7077,Onboarding,Building badge,Day 1,2026-08-10,Completed,2026-08-09,HR
BP-91005,EMP7077,Onboarding,Team introduction,Day 1,2026-08-22,In Progress,,IT
BP-91006,EMP7077,Onboarding,Compliance training assigned,Day 7,2026-08-30,Completed,2026-09-03,HR
BP-91007,EMP7077,Onboarding,Policy handbook acknowledgement,Day 7,2026-08-23,Not Started,,IT
BP-91008,EMP7077,Onboarding,First 1:1 scheduled,Day 7,2026-08-26,Completed,2026-09-01,Manager
BP-91009,EMP7077,Onboarding,Role goals set,Day 30,2026-08-24,Completed,2026-08-31,Payroll
BP-91010,EMP7077,Onboarding,Compliance Document signed,Day 30,2026-09-04,In Progress,,Manager
BP-91011,EMP7077,Onboarding,30-day check-in,Day 30,2026-09-20,Completed,2026-09-21,IT
BP-91012,EMP7077,Onboarding,Mid-probation review,Day 60,2026-10-12,In Progress,,HR
BP-91013,EMP7077,Onboarding,Probation decision,Day 90,2026-11-08,Completed,2026-11-12,Payroll
BP-91014,EMP7077,Onboarding,90-day survey,Day 90,2026-11-02,In Progress,,Payroll
BP-91015,EMP7078,Onboarding,Laptop issued,Day 1,2026-08-16,Completed,2026-08-25,Manager
BP-91016,EMP7078,Onboarding,Email + SSO access,Day 1,2026-08-03,In Progress,,Manager
BP-91017,EMP7078,Onboarding,Building badge,Day 1,2026-07-29,In Progress,,HR
BP-91018,EMP7078,Onboarding,Team introduction,Day 1,2026-08-08,Completed,2026-08-15,Manager
BP-91019,EMP7078,Onboarding,Compliance training assigned,Day 7,2026-07-30,Completed,2026-07-28,Manager
BP-91020,EMP7078,Onboarding,Policy handbook acknowledgement,Day 7,2026-08-22,Completed,2026-09-01,IT
BP-91021,EMP7078,Onboarding,First 1:1 scheduled,Day 7,2026-08-14,Not Started,,HR
BP-91022,EMP7078,Onboarding,Role goals set,Day 30,2026-08-25,Not Started,,Payroll
BP-91023,EMP7078,Onboarding,Compliance Document signed,Day 30,2026-09-12,Not Started,,Manager
BP-91024,EMP7078,Onboarding,30-day check-in,Day 30,2026-08-23,In Progress,,Manager
BP-91025,EMP7078,Onboarding,Mid-probation review,Day 60,2026-09-29,In Progress,,Payroll
BP-91026,EMP7078,Onboarding,Probation decision,Day 90,2026-11-14,Completed,2026-11-11,IT
BP-91027,EMP7078,Onboarding,90-day survey,Day 90,2026-11-18,Completed,2026-11-12,Payroll
BP-91028,EMP7079,Onboarding,Laptop issued,Day 1,2026-06-17,In Progress,,Manager
BP-91029,EMP7079,Onboarding,Email + SSO access,Day 1,2026-06-06,In Progress,,Payroll
BP-91030,EMP7079,Onboarding,Building badge,Day 1,2026-05-29,Completed,2026-06-16,HR
BP-91031,EMP7079,Onboarding,Team introduction,Day 1,24/06/2026,In Progress,,Payroll
BP-91032,EMP7079,Onboarding,Compliance training assigned,Day 7,2026-06-26,Completed,2026-07-09,HR
BP-91033,EMP7079,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-16,In Progress,,IT
BP-91034,EMP7079,Onboarding,First 1:1 scheduled,Day 7,2026-06-14,In Progress,,Manager
BP-91035,EMP7079,Onboarding,Role goals set,Day 30,2026-07-01,Completed,2026-07-14,IT
BP-91036,EMP7079,Onboarding,Compliance Document signed,Day 30,2026-07-04,In Progress,,IT
BP-91037,EMP7079,Onboarding,30-day check-in,Day 30,2026-07-24,Completed,2026-08-07,IT
BP-91038,EMP7079,Onboarding,Mid-probation review,Day 60,2026-07-27,In Progress,,Payroll
BP-91039,EMP7079,Onboarding,Probation decision,Day 90,2026-09-12,In Progress,,Manager
BP-91040,EMP7079,Onboarding,90-day survey,Day 90,2026-09-20,Completed,2026-09-21,Payroll
BP-91041,EMP7080,Onboarding,Laptop issued,Day 1,2026-08-04,In Progress,,Payroll
BP-91042,EMP7080,Onboarding,Email + SSO access,Day 1,2026-07-24,Not Started,,IT
BP-91043,EMP7080,Onboarding,Building badge,Day 1,2026-07-27,Completed,2026-07-19,HR
BP-91044,EMP7080,Onboarding,Team introduction,Day 1,2026-08-06,Not Started,,Manager
BP-91045,EMP7080,Onboarding,Compliance training assigned,Day 7,2026-08-19,Completed,2026-09-02,Manager
BP-91046,EMP7080,Onboarding,Policy handbook acknowledgement,Day 7,2026-08-11,Completed,2026-08-16,HR
BP-91047,EMP7080,Onboarding,First 1:1 scheduled,Day 7,2026-08-20,Escalated,,HR
BP-91048,EMP7080,Onboarding,Role goals set,Day 30,2026-09-06,Completed,2026-09-04,Manager
BP-91049,EMP7080,Onboarding,Compliance Document signed,Day 30,2026-09-17,Escalated,,IT
BP-91050,EMP7080,Onboarding,30-day check-in,Day 30,2026-09-17,Completed,2026-09-13,IT
BP-91051,EMP7080,Onboarding,Mid-probation review,Day 60,2026-10-18,Escalated,,HR
BP-91052,EMP7080,Onboarding,Probation decision,Day 90,2026-10-25,Completed,2026-10-19,Payroll
BP-91053,EMP7080,Onboarding,90-day survey,Day 90,2026-10-25,Not Started,,Manager
BP-91054,EMP7081,Onboarding,Laptop issued,Day 1,2026-07-04,Completed,2026-06-30,Payroll
BP-91055,EMP7081,Onboarding,Email + SSO access,Day 1,2026-06-17,Not Started,,Manager
BP-91056,EMP7081,Onboarding,Building badge,Day 1,2026-07-10,Completed,2026-07-27,Manager
BP-91057,EMP7081,Onboarding,Team introduction,Day 1,2026-07-02,Completed,2026-07-08,Manager
BP-91058,EMP7081,Onboarding,Compliance training assigned,Day 7,2026-07-06,Completed,2026-07-10,IT
BP-91059,EMP7081,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-26,Completed,2026-07-01,Payroll
BP-91060,EMP7081,Onboarding,First 1:1 scheduled,Day 7,07/07/2026,Escalated,,Manager
BP-91061,EMP7081,Onboarding,Role goals set,Day 30,2026-08-08,Not Started,,HR
BP-91062,EMP7081,Onboarding,Compliance Document signed,Day 30,2026-08-03,Escalated,,IT
BP-91063,EMP7081,Onboarding,30-day check-in,Day 30,2026-07-25,In Progress,,IT
BP-91064,EMP7081,Onboarding,Mid-probation review,Day 60,2026-08-12,Escalated,,Payroll
BP-91065,EMP7081,Onboarding,Probation decision,Day 90,2026-09-28,In Progress,,IT
BP-91066,EMP7081,Onboarding,90-day survey,Day 90,2026-09-13,In Progress,,Manager
BP-91067,EMP7082,Onboarding,Laptop issued,Day 1,2026-06-13,Not Started,,Payroll
BP-91068,EMP7082,Onboarding,Email + SSO access,Day 1,2026-05-18,Not Started,,IT
BP-91069,EMP7082,Onboarding,Building badge,Day 1,2026-05-28,In Progress,,Payroll
BP-91070,EMP7082,Onboarding,Team introduction,Day 1,2026-05-30,In Progress,,Payroll
BP-91071,EMP7082,Onboarding,Compliance training assigned,Day 7,2026-05-27,Completed,2026-06-08,Payroll
BP-91072,EMP7082,Onboarding,Policy handbook acknowledgement,Day 7,2026-06-10,Not Started,,IT
BP-91073,EMP7082,Onboarding,First 1:1 scheduled,Day 7,2026-06-08,Completed,2026-06-10,Payroll
BP-91074,EMP7082,Onboarding,Role goals set,Day 30,2026-06-27,Completed,2026-07-05,Manager
BP-91075,EMP7082,Onboarding,Compliance Document signed,Day 30,2026-06-30,Not Started,,IT
BP-91076,EMP7082,Onboarding,30-day check-in,Day 30,2026-06-25,Completed,2026-07-12,IT
BP-91077,EMP7082,Onboarding,Mid-probation review,Day 60,2026-07-21,Completed,2026-07-14,IT
BP-91078,EMP7082,Onboarding,Probation decision,Day 90,2026-09-03,In Progress,,IT
BP-91079,EMP7082,Onboarding,90-day survey,Day 90,2026-08-12,In Progress,,Manager
BP-91080,EMP7083,Onboarding,Laptop issued,Day 1,2026-08-12,Completed,2026-08-22,Payroll
BP-91081,EMP7083,Onboarding,Email + SSO access,Day 1,2026-08-15,Completed,2026-09-01,Payroll
BP-91082,EMP7083,Onboarding,Building badge,Day 1,2026-08-03,In Progress,,Payroll
BP-91083,EMP7083,Onboarding,Team introduction,Day 1,2026-07-29,In Progress,,Payroll
BP-91084,EMP7083,Onboarding,Compliance training assigned,Day 7,2026-08-27,Completed,2026-08-27,HR
BP-91085,EMP7083,Onboarding,Policy handbook acknowledgement,Day 7,2026-08-19,Completed,2026-08-19,IT
BP-91086,EMP7083,Onboarding,First 1:1 scheduled,Day 7,2026-07-31,Not Started,,Payroll
BP-91087,EMP7083,Onboarding,Role goals set,Day 30,2026-09-11,Completed,2026-09-21,HR
BP-91088,EMP7083,Onboarding,Compliance Document signed,Day 30,2026-09-13,Completed,2026-09-16,HR
BP-91089,EMP7083,Onboarding,30-day check-in,Day 30,31/08/2026,Not Started,,HR
BP-91090,EMP7083,Onboarding,Mid-probation review,Day 60,2026-10-07,Completed,2026-10-24,Payroll
BP-91091,EMP7083,Onboarding,Probation decision,Day 90,2026-11-01,Completed,2026-10-28,HR
BP-91092,EMP7083,Onboarding,90-day survey,Day 90,2026-11-17,In Progress,,Manager
BP-91093,EMP7084,Onboarding,Laptop issued,Day 1,2026-07-07,Completed,2026-07-06,Manager
BP-91094,EMP7084,Onboarding,Email + SSO access,Day 1,2026-07-06,Not Started,,HR
BP-91095,EMP7084,Onboarding,Building badge,Day 1,2026-06-19,In Progress,,IT
BP-91096,EMP7084,Onboarding,Team introduction,Day 1,2026-06-14,Not Started,,IT
BP-91097,EMP7084,Onboarding,Compliance training assigned,Day 7,2026-07-13,Completed,2026-07-06,HR
BP-91098,EMP7084,Onboarding,Policy handbook acknowledgement,Day 7,2026-07-03,Completed,2026-07-10,IT
BP-91099,EMP7084,Onboarding,First 1:1 scheduled,Day 7,2026-07-04,Escalated,,HR
BP-91100,EMP7084,Onboarding,Role goals set,Day 30,2026-07-24,Not Started,,Manager
BP-91101,EMP7084,Onboarding,Compliance Document signed,Day 30,2026-07-27,Completed,2026-07-23,Manager
BP-91102,EMP7084,Onboarding,30-day check-in,Day 30,2026-07-12,Completed,2026-07-29,Manager
